restaurant_name,country_code,city,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,price_range,aggregate_rating,rating_color,rating_text,votes,price_category
Gabbar's Bar & Kitchen,1,Kolkata,North Indian,1400,Indian Rupees(Rs.),1,0,No,3,4.4,Green,Very Good,1484,Expensive
TGI Friday's,1,Kolkata,Tex-Mex,1800,Indian Rupees(Rs.),1,1,No,3,4.0,Green,Very Good,911,Expensive
Santa's Fantasea,1,Kolkata,Seafood,800,Indian Rupees(Rs.),0,0,No,2,4.2,Green,Very Good,2584,Mid-range
India Restaurant,1,Kolkata,Biryani,800,Indian Rupees(Rs.),1,1,No,2,4.6,Dark Green,Excellent,1219,Mid-range
Flame & Grill,1,Kolkata,North Indian,1500,Indian Rupees(Rs.),1,0,No,3,3.9,Yellow,Good,1064,Expensive
Barbeque Nation,1,Kolkata,North Indian,1600,Indian Rupees(Rs.),0,0,No,3,4.9,Dark Green,Excellent,1753,Expensive
Mocambo,1,Kolkata,Continental,1050,Indian Rupees(Rs.),0,1,No,3,3.5,Yellow,Good,4464,Expensive
BarBQ,1,Kolkata,Chinese,900,Indian Rupees(Rs.),0,1,No,2,4.2,Green,Very Good,5288,Expensive
Peter Cat,1,Kolkata,Continental,1000,Indian Rupees(Rs.),0,1,No,3,4.3,Green,Very Good,7574,Expensive
The Irish House,1,Kolkata,European,1900,Indian Rupees(Rs.),0,0,No,3,4.4,Green,Very Good,2224,Expensive
Barbeque Nation,1,Kolkata,North Indian,1600,Indian Rupees(Rs.),0,0,No,3,4.9,Dark Green,Excellent,5966,Expensive
Ocean Grill,1,Kolkata,Continental,1500,Indian Rupees(Rs.),1,0,No,3,3.6,Yellow,Good,1040,Expensive
Sigree Global Grill,1,Kolkata,North Indian,1600,Indian Rupees(Rs.),1,0,No,3,4.1,Green,Very Good,1616,Expensive
What's Up,1,Kolkata,Cafe,1000,Indian Rupees(Rs.),1,0,No,3,4.0,Green,Very Good,1126,Expensive
Grandson of Tunday Kababi,1,Lucknow,Mughlai,300,Indian Rupees(Rs.),0,0,No,1,4.9,Dark Green,Excellent,1057,Budget
Frozen Factory,1,Lucknow,Desserts,200,Indian Rupees(Rs.),0,0,No,1,4.5,Dark Green,Excellent,144,Budget
Mocha,1,Lucknow,Cafe,800,Indian Rupees(Rs.),0,0,No,3,4.6,Dark Green,Excellent,567,Mid-range
Chemistry Cafí©,1,Lucknow,Cafe,650,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,147,Mid-range
Homeys Cafe,1,Lucknow,Cafe,450,Indian Rupees(Rs.),0,0,No,2,3.9,Yellow,Good,217,Mid-range
Percussion,1,Lucknow,Continental,1000,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,514,Expensive
The Urban Terrace,1,Lucknow,North Indian,1100,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,268,Expensive
Free Spirit,1,Lucknow,Cafe,450,Indian Rupees(Rs.),0,0,No,2,4.3,Green,Very Good,106,Mid-range
Spice Caves,1,Lucknow,North Indian,1200,Indian Rupees(Rs.),0,0,No,3,4.2,Green,Very Good,691,Expensive
The Chocolate Heaven,1,Lucknow,Cafe,400,Indian Rupees(Rs.),0,0,No,2,4.1,Green,Very Good,165,Mid-range
The Pebbles Bistro,1,Lucknow,European,1000,Indian Rupees(Rs.),0,0,No,3,4.1,Green,Very Good,80,Expensive
Underdoggs Sports Bar & Grill,1,Lucknow,Mediterranean,1300,Indian Rupees(Rs.),0,0,No,3,4.3,Green,Very Good,124,Expensive
Vintage Machine,1,Lucknow,Italian,1000,Indian Rupees(Rs.),0,0,No,3,4.3,Green,Very Good,887,Expensive
Bar Bar,1,Lucknow,Cafe,1000,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,79,Expensive
Dastarkhwan,1,Lucknow,Mughlai,400,Indian Rupees(Rs.),0,0,No,2,4.4,Green,Very Good,818,Mid-range
The Cherry Tree Cafe,1,Lucknow,Cafe,400,Indian Rupees(Rs.),0,0,No,2,4.1,Green,Very Good,288,Mid-range
Royal Sky,1,Lucknow,North Indian,1100,Indian Rupees(Rs.),0,0,No,3,4.2,Green,Very Good,762,Expensive
L 14 - Renaissance Lucknow Hotel,1,Lucknow,North Indian,2000,Indian Rupees(Rs.),0,0,No,4,4.2,Green,Very Good,149,Expensive
Barbeque Nation,1,Lucknow,North Indian,1600,Indian Rupees(Rs.),0,0,No,4,4.7,Dark Green,Excellent,1069,Expensive
Colours by Royal Cafe - Royal Inn,1,Lucknow,North Indian,1000,Indian Rupees(Rs.),0,0,No,3,4.2,Green,Very Good,411,Expensive
Cappuccino Blast,1,Lucknow,Cafe,700,Indian Rupees(Rs.),0,0,No,2,4.0,Green,Very Good,587,Mid-range
Basant Restaurant,1,Ludhiana,North Indian,800,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,93,Mid-range
Hawai Adda,1,Ludhiana,North Indian,1500,Indian Rupees(Rs.),0,0,No,3,3.5,Yellow,Good,17,Expensive
Indian Summer,1,Ludhiana,North Indian,1400,Indian Rupees(Rs.),0,0,No,3,4.1,Green,Very Good,191,Expensive
Basant,1,Ludhiana,North Indian,400,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,109,Mid-range
Bistro 226,1,Ludhiana,Italian,1400,Indian Rupees(Rs.),0,0,No,3,4.2,Green,Very Good,217,Expensive
Mocha,1,Ludhiana,Cafe,800,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,153,Mid-range
Pirates Of Grill,1,Ludhiana,North Indian,1300,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,41,Expensive
Bistro Flamme Bois,1,Ludhiana,Italian,1500,Indian Rupees(Rs.),0,0,No,3,4.1,Green,Very Good,178,Expensive
Kitchen At 95 - Hyatt Regency,1,Ludhiana,Mediterranean,2000,Indian Rupees(Rs.),0,0,No,4,4.3,Green,Very Good,87,Expensive
Domino's Pizza,1,Ludhiana,Pizza,700,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,86,Mid-range
Nando's,1,Ludhiana,Portuguese,1200,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,156,Expensive
Belfrance Luxury Chocolates,1,Ludhiana,Cafe,1100,Indian Rupees(Rs.),0,0,No,3,4.4,Green,Very Good,138,Expensive
Hot Breads,1,Ludhiana,Continental,800,Indian Rupees(Rs.),0,0,No,2,4.2,Green,Very Good,261,Mid-range
The Yellow Chilli,1,Ludhiana,Mughlai,1200,Indian Rupees(Rs.),0,0,No,3,4.4,Green,Very Good,325,Expensive
Spice Cube,1,Ludhiana,North Indian,1000,Indian Rupees(Rs.),0,0,No,3,3.5,Yellow,Good,116,Expensive
Barbeque Nation,1,Ludhiana,North Indian,1400,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,80,Expensive
Nik Bakers,1,Ludhiana,Cafe,800,Indian Rupees(Rs.),0,0,No,2,4.2,Green,Very Good,210,Mid-range
Aman Chicken,1,Ludhiana,North Indian,800,Indian Rupees(Rs.),0,0,No,2,4.6,Dark Green,Excellent,196,Mid-range
District 6,1,Ludhiana,European,1600,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,53,Expensive
The BrewMaster - The Mix Fine Dine,1,Ludhiana,North Indian,1500,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,154,Expensive
#45,1,Mangalore,Cafe,600,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,209,Mid-range
Crave Desserts & Bakes,1,Mangalore,Desserts,200,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,196,Budget
Diesel Cafe,1,Mangalore,American,900,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,196,Expensive
Froth On Top,1,Mangalore,Chinese,700,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,355,Mid-range
Hao Ming,1,Mangalore,Chinese,600,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,280,Mid-range
Kobe Sizzlers,1,Mangalore,Continental,1000,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,104,Expensive
Liquid Lounge,1,Mangalore,Finger Food,800,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,290,Mid-range
Maharaja Restaurant,1,Mangalore,South Indian,700,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,275,Mid-range
Giri Manja's,1,Mangalore,Seafood,500,Indian Rupees(Rs.),0,0,No,2,4.2,Green,Very Good,281,Mid-range
Kabab Studio,1,Mangalore,North Indian,1500,Indian Rupees(Rs.),0,0,No,4,3.5,Yellow,Good,183,Expensive
Brio Cafe and Grill,1,Mangalore,Cafe,500,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,84,Mid-range
Gajalee Sea Food,1,Mangalore,Seafood,750,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,257,Mid-range
Smoke N Oven,1,Mangalore,Pizza,600,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,127,Mid-range
Village Restaurant,1,Mangalore,Chinese,1000,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,260,Expensive
Barbeque Nation,1,Mangalore,North Indian,1600,Indian Rupees(Rs.),0,0,No,4,3.7,Yellow,Good,193,Expensive
Machali,1,Mangalore,Seafood,800,Indian Rupees(Rs.),0,0,No,3,4.1,Green,Very Good,245,Mid-range
Punjab Da Pind,1,Mangalore,North Indian,1000,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,173,Expensive
Sizzler's Ranch,1,Mangalore,Continental,700,Indian Rupees(Rs.),0,0,No,2,3.8,Yellow,Good,328,Mid-range
Spindrift,1,Mangalore,North Indian,700,Indian Rupees(Rs.),0,0,No,2,3.9,Yellow,Good,156,Mid-range
Sagar Ratna,1,Mangalore,South Indian,500,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,175,Mid-range
The Shooters Cafe,1,Mohali,Continental,550,Indian Rupees(Rs.),0,1,No,2,4.3,Green,Very Good,99,Mid-range
Joey's Pizza,1,Mumbai,Pizza,800,Indian Rupees(Rs.),0,0,No,2,4.0,Green,Very Good,5145,Mid-range
Cafe Hydro,1,Mumbai,Asian,1000,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,156,Expensive
The American Joint,1,Mumbai,Healthy Food,850,Indian Rupees(Rs.),1,0,No,2,3.4,Orange,Average,170,Expensive
The Fusion Kitchen,1,Mumbai,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,4.7,Dark Green,Excellent,2083,Expensive
145 Kala Ghoda,1,Mumbai,Fast Food,1500,Indian Rupees(Rs.),0,0,No,3,4.2,Green,Very Good,1606,Expensive
Tea Villa Cafe,1,Mumbai,Cafe,1000,Indian Rupees(Rs.),1,1,No,3,4.1,Green,Very Good,2040,Expensive
Grandmama's Cafe,1,Mumbai,Continental,1100,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,617,Expensive
Mumbai Vibe,1,Mumbai,Cafe,1000,Indian Rupees(Rs.),1,0,No,3,3.8,Yellow,Good,146,Expensive
The Rolling Pin,1,Mumbai,Bakery,700,Indian Rupees(Rs.),0,1,No,2,3.9,Yellow,Good,2076,Mid-range
Farzi Cafe,1,Mumbai,Modern Indian,1500,Indian Rupees(Rs.),0,0,No,3,4.3,Green,Very Good,1240,Expensive
SpiceKlub,1,Mumbai,North Indian,1500,Indian Rupees(Rs.),0,1,No,3,4.2,Green,Very Good,3370,Expensive
Tea Villa Cafe,1,Mumbai,Cafe,1000,Indian Rupees(Rs.),1,0,No,3,3.9,Yellow,Good,317,Expensive
Joey's Pizza,1,Mumbai,Pizza,800,Indian Rupees(Rs.),0,1,No,2,4.5,Dark Green,Excellent,2662,Mid-range
Stacks And Racks,1,Mumbai,American,500,Indian Rupees(Rs.),0,0,No,2,4.6,Dark Green,Excellent,413,Mid-range
The English Department Bar & Diner,1,Mumbai,Italian,1500,Indian Rupees(Rs.),1,0,No,3,3.9,Yellow,Good,885,Expensive
Mirchi And Mime,1,Mumbai,North Indian,1500,Indian Rupees(Rs.),0,0,No,3,4.9,Dark Green,Excellent,3244,Expensive
38 Degree East,1,Mumbai,North Indian,1000,Indian Rupees(Rs.),1,0,No,3,3.8,Yellow,Good,181,Expensive
R' ADDA,1,Mumbai,Street Food,1200,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,536,Expensive
Tea Villa Cafe,1,Mumbai,Cafe,1000,Indian Rupees(Rs.),1,1,No,3,4.1,Green,Very Good,1295,Expensive
Tea Villa Cafe,1,Mumbai,Cafe,1000,Indian Rupees(Rs.),1,1,No,3,3.6,Yellow,Good,1515,Expensive
Hotel RRR Mysore,1,Mysore,Andhra,290,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,139,Budget
Jalpaan Dining Saga,1,Mysore,North Indian,900,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,172,Expensive
The Old House,1,Mysore,Italian,800,Indian Rupees(Rs.),0,0,No,3,3.9,Yellow,Good,264,Mid-range
Vinayaka Mylari,1,Mysore,South Indian,300,Indian Rupees(Rs.),0,0,No,1,4.2,Green,Very Good,392,Budget
Empire Restaurant,1,Mysore,North Indian,500,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,393,Mid-range
Green Leaf,1,Mysore,North Indian,400,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,214,Mid-range
Pakva Lounge,1,Mysore,Italian,650,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,262,Mid-range
Spring - Radisson Blu Plaza,1,Mysore,Continental,1700,Indian Rupees(Rs.),0,0,No,4,3.8,Yellow,Good,162,Expensive
Big Chicken,1,Mysore,North Indian,500,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,160,Mid-range
Barbeque Nation,1,Mysore,North Indian,1600,Indian Rupees(Rs.),0,0,No,4,4.0,Green,Very Good,286,Expensive
Pizza Hut,1,Mysore,Pizza,700,Indian Rupees(Rs.),0,0,No,2,4.0,Green,Very Good,304,Mid-range
Tandooriwala,1,Mysore,North Indian,700,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,127,Mid-range
Jungle The Restaurant,1,Mysore,North Indian,1000,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,132,Expensive
The Barge Restaurant,1,Mysore,Continental,1500,Indian Rupees(Rs.),0,0,No,4,3.3,Orange,Average,11,Expensive
By The Way,1,Mysore,North Indian,650,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,190,Mid-range
Cafe Cornucopia,1,Mysore,Cafe,700,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,140,Mid-range
Mezzaluna,1,Mysore,Continental,650,Indian Rupees(Rs.),0,0,No,2,3.8,Yellow,Good,249,Mid-range
Nanking,1,Mysore,Chinese,550,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,208,Mid-range
Oyster Bay,1,Mysore,North Indian,1000,Indian Rupees(Rs.),0,0,No,3,3.6,Yellow,Good,270,Expensive
Purple Haze,1,Mysore,Finger Food,1200,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,183,Expensive
House of Caffeine,1,Nagpur,Fast Food,500,Indian Rupees(Rs.),0,0,No,2,3.3,Orange,Average,27,Mid-range
Hide Out The Street Cafe,1,Nagpur,Cafe,250,Indian Rupees(Rs.),0,0,No,1,3.8,Yellow,Good,73,Budget
Tapri The Chai Books Cafe,1,Nagpur,Continental,250,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,26,Budget
Eat Street Express,1,Nagpur,North Indian,500,Indian Rupees(Rs.),0,1,No,2,4.0,Green,Very Good,103,Mid-range
Zaikart,1,Nagpur,North Indian,550,Indian Rupees(Rs.),0,1,No,2,4.3,Green,Very Good,88,Mid-range
Cafe Zinea,1,Nagpur,Cafe,400,Indian Rupees(Rs.),0,1,No,2,3.7,Yellow,Good,201,Mid-range
Checker's,1,Nagpur,Fast Food,550,Indian Rupees(Rs.),0,1,No,2,4.0,Green,Very Good,185,Mid-range
The B.A.W.A,1,Nagpur,Cafe,600,Indian Rupees(Rs.),0,1,No,2,4.2,Green,Very Good,164,Mid-range
FSB,1,Nagpur,Continental,1100,Indian Rupees(Rs.),0,0,No,3,4.3,Green,Very Good,270,Expensive
NESCAFí Illusions,1,Nagpur,Cafe,350,Indian Rupees(Rs.),0,0,No,2,3.9,Yellow,Good,140,Mid-range
Nineties,1,Nagpur,Cafe,250,Indian Rupees(Rs.),0,1,No,1,3.9,Yellow,Good,19,Budget
Mocha,1,Nagpur,Cafe,750,Indian Rupees(Rs.),0,1,No,3,4.0,Green,Very Good,284,Mid-range
The Zuree Urban Kitchen,1,Nagpur,North Indian,1200,Indian Rupees(Rs.),0,1,No,3,4.4,Green,Very Good,257,Expensive
The Breakfast Story,1,Nagpur,Cafe,600,Indian Rupees(Rs.),0,0,No,2,4.5,Dark Green,Excellent,520,Mid-range
Ten Downing Street Restaurant & Bar,1,Nagpur,Chinese,1000,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,306,Expensive
Ashoka Restaurant,1,Nagpur,North Indian,1300,Indian Rupees(Rs.),0,1,No,3,4.2,Green,Very Good,275,Expensive
Barbeque Nation,1,Nagpur,North Indian,1600,Indian Rupees(Rs.),0,0,No,4,4.9,Dark Green,Excellent,226,Expensive
KFC,1,Nagpur,American,550,Indian Rupees(Rs.),0,1,No,2,2.2,Red,Poor,147,Mid-range
Moksh The Restro Lounge,1,Nagpur,Seafood,1000,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,100,Expensive
Mainland China,1,Nagpur,Chinese,1000,Indian Rupees(Rs.),0,0,No,3,3.8,Yellow,Good,45,Expensive
Divtya Budhlya Wada Restaurant,1,Nashik,Maharashtrian,400,Indian Rupees(Rs.),0,0,No,2,3.8,Yellow,Good,76,Mid-range
Spice Route,1,Nashik,North Indian,1000,Indian Rupees(Rs.),0,0,No,4,3.6,Yellow,Good,91,Expensive
Veg Aroma,1,Nashik,North Indian,600,Indian Rupees(Rs.),0,0,No,3,3.6,Yellow,Good,125,Mid-range
Eastern Spice,1,Nashik,North Indian,800,Indian Rupees(Rs.),0,0,No,3,3.5,Yellow,Good,140,Mid-range
The Bake Studio,1,Nashik,Cafe,400,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,86,Mid-range
Barbeque Nation,1,Nashik,North Indian,1500,Indian Rupees(Rs.),0,0,No,4,3.8,Yellow,Good,117,Expensive
Chai Tapri,1,Nashik,Cafe,150,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,86,Budget
Curry Leaves,1,Nashik,North Indian,600,Indian Rupees(Rs.),0,0,No,3,3.4,Orange,Average,162,Mid-range
Enter The Dragon,1,Nashik,Chinese,700,Indian Rupees(Rs.),0,0,No,3,3.4,Orange,Average,177,Mid-range
The Cafe Katta,1,Nashik,Cafe,600,Indian Rupees(Rs.),0,0,No,3,3.3,Orange,Average,15,Mid-range
White X Sky Lounge,1,Nashik,North Indian,800,Indian Rupees(Rs.),0,0,No,3,3.4,Orange,Average,24,Mid-range
12212,1,Nashik,Fast Food,400,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,80,Mid-range
Al Arabian Express,1,Nashik,Mughlai,500,Indian Rupees(Rs.),0,0,No,3,3.7,Yellow,Good,162,Mid-range
RiverDine Restaurant & Bar,1,Nashik,North Indian,500,Indian Rupees(Rs.),0,0,No,3,3.5,Yellow,Good,166,Mid-range
Barbeque Ville,1,Nashik,North Indian,1100,Indian Rupees(Rs.),0,0,No,4,3.8,Yellow,Good,164,Expensive
Little Italy,1,Nashik,Italian,800,Indian Rupees(Rs.),0,0,No,3,3.0,Orange,Average,25,Mid-range
Soma at Sula,1,Nashik,North Indian,1000,Indian Rupees(Rs.),0,0,No,4,3.3,Orange,Average,33,Expensive
Hotel Radhakrishna,1,Nashik,Malwani,400,Indian Rupees(Rs.),0,0,No,2,3.5,Yellow,Good,77,Mid-range
Sadhana Restaurant,1,Nashik,Maharashtrian,100,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,218,Budget
House Of Flavours,1,Nashik,North Indian,900,Indian Rupees(Rs.),0,0,No,3,3.4,Orange,Average,71,Expensive
Food Cloud,1,New Delhi,Cuisine Varies,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,2,Mid-range
Burger.in,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,46,Mid-range
Days of the Raj,1,New Delhi,North Indian,1500,Indian Rupees(Rs.),1,1,No,3,3.4,Orange,Average,45,Expensive
Dilli Ka Dhaba,1,New Delhi,South Indian,500,Indian Rupees(Rs.),0,0,No,2,2.6,Orange,Average,11,Mid-range
Govardhan,1,New Delhi,South Indian,500,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,238,Mid-range
Mezbaan Grills,1,New Delhi,Mughlai,400,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,8,Mid-range
Say Cheese,1,New Delhi,Fast Food,400,Indian Rupees(Rs.),0,1,No,1,2.7,Orange,Average,64,Mid-range
Southy,1,New Delhi,South Indian,450,Indian Rupees(Rs.),0,1,No,1,2.6,Orange,Average,113,Mid-range
Monosoz,1,New Delhi,Pizza,300,Indian Rupees(Rs.),0,1,No,1,3.7,Yellow,Good,66,Budget
Waves,1,New Delhi,North Indian,1500,Indian Rupees(Rs.),1,1,No,3,3.5,Yellow,Good,141,Expensive
Delhi Darbar,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,0,No,2,2.2,Red,Poor,77,Mid-range
Chateau,1,New Delhi,Mediterranean,1600,Indian Rupees(Rs.),1,0,No,3,4.0,Green,Very Good,40,Expensive
Nariyal Cafe,1,New Delhi,Continental,1200,Indian Rupees(Rs.),1,0,No,3,4.2,Green,Very Good,46,Expensive
Rustom's Parsi Bhonu,1,New Delhi,Parsi,1500,Indian Rupees(Rs.),1,1,No,3,4.2,Green,Very Good,665,Expensive
BarShala,1,New Delhi,Finger Food,600,Indian Rupees(Rs.),0,0,No,2,3.2,Orange,Average,31,Mid-range
Chawla's_,1,New Delhi,North Indian,800,Indian Rupees(Rs.),1,1,No,2,3.4,Orange,Average,32,Mid-range
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,83,Mid-range
Sultanat,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,3.7,Yellow,Good,288,Expensive
Bella Italia,1,New Delhi,Fast Food,550,Indian Rupees(Rs.),0,0,No,2,3.2,Orange,Average,33,Mid-range
Clever Fox Cafe,1,New Delhi,North Indian,900,Indian Rupees(Rs.),1,0,No,2,3.2,Orange,Average,26,Expensive
365 Naturals,1,New Delhi,Continental,600,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,2,Mid-range
Tpot,1,New Delhi,Cafe,800,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,0,Mid-range
4 on 44 Restaurant & Bar,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,2.6,Orange,Average,49,Expensive
Rambhog,1,New Delhi,Street Food,200,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,13,Budget
Selfie Lounge Restro & Bar,1,New Delhi,North Indian,1500,Indian Rupees(Rs.),1,1,No,3,3.2,Orange,Average,64,Expensive
BTW,1,New Delhi,Street Food,400,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,167,Mid-range
Chilli Pepper,1,New Delhi,North Indian,900,Indian Rupees(Rs.),1,1,No,2,3.3,Orange,Average,99,Expensive
Pizza Hut,1,New Delhi,Italian,1000,Indian Rupees(Rs.),0,1,No,3,2.6,Orange,Average,125,Expensive
Puri Bakers,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,3.7,Yellow,Good,124,Budget
Jaiveer Naan & Chaap,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,2.2,Red,Poor,79,Mid-range
Aggarwal's Sweets Paradise,1,New Delhi,Mithai,400,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,8,Mid-range
Bikaner Sweets,1,New Delhi,Mithai,200,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,20,Budget
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,23,Mid-range
Cakeophony By Sonali,1,New Delhi,Bakery,400,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,19,Mid-range
Chandra Sweets,1,New Delhi,Mithai,400,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Mid-range
Chhotu Mashhoor Kathi Roll,1,New Delhi,Fast Food,150,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,11,Budget
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,35,Mid-range
Lazeez Restaurant,1,New Delhi,Chinese,600,Indian Rupees(Rs.),0,1,No,2,3.0,Orange,Average,11,Mid-range
Madhuvan Chinese Fast Food,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,1,No,1,2.5,Orange,Average,32,Budget
Mr Wong,1,New Delhi,Chinese,800,Indian Rupees(Rs.),0,1,No,2,3.2,Orange,Average,10,Mid-range
Mughlai Shahi Rasoi,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,0,No,2,3.2,Orange,Average,23,Mid-range
Mumbai Central Street Food,1,New Delhi,Street Food,400,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Mid-range
Neha's Treat,1,New Delhi,Chinese,450,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,42,Mid-range
New Bakers Shoppee,1,New Delhi,Bakery,200,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,21,Budget
Pant  Ice Cream Parlour,1,New Delhi,Desserts,150,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,16,Budget
PM 2 AM Food Bank,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,Yes,2,2.5,Orange,Average,37,Mid-range
Punjabi Chaap Corner,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,4,Budget
Sartaj Food Corner,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,2.8,Orange,Average,7,Mid-range
The Sugar Therapy,1,New Delhi,Bakery,450,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,22,Mid-range
Biryani Binge,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,1,No,2,3.9,Yellow,Good,97,Mid-range
City of Joy,1,New Delhi,Bengali,800,Indian Rupees(Rs.),0,0,No,2,3.9,Yellow,Good,452,Mid-range
Letz Roll,1,New Delhi,Ice Cream,250,Indian Rupees(Rs.),0,0,No,1,3.6,Yellow,Good,14,Budget
Nukkad,1,New Delhi,Chinese,650,Indian Rupees(Rs.),0,1,No,2,3.6,Yellow,Good,82,Mid-range
#InstaFreeze,1,New Delhi,Ice Cream,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Aahar Meat and Chicken Shop,1,New Delhi,Raw Meats,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Food Cafe,1,New Delhi,South Indian,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Lazeez Restaurant,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,1,Mid-range
Lemon Chick,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,0.0,White,Not rated,2,Mid-range
